INVOICE_DATE,INVOICE_NUMBER,RETAILER_CODE,HIERARCHY_CATEGORY,HIERARCHY_BRAND,HIERARCHY_REGIONAL_BRAND,PRODUCT_CODE,GROSS_AMOUNT
2025-04-23,IN17747926000338,Out-400221,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,2158.240000
2025-06-10,IN17747926001534,Out-400210,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,2158.240000
2025-06-02,IN17747926001405,Out-400221,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,4856.040000
2025-05-06,IN17747926000746,Out-400405,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,809.340000
2025-06-02,IN17747926001403,Out-399803,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,674.450000
2025-05-05,IN17747926000697,Out-4525159,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,809.340000
2025-04-23,IN17747926000336,Out-400079,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,539.560000
2025-05-05,IN17747926000692,Out-400182,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,1618.680000
2025-04-25,IN17747926000399,Out-4525159,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,809.340000
2025-05-13,IN17747926000903,Out-400327,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,4046.700000
2025-05-16,IN17747926000972,Out-400281,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,404.670000
2025-06-02,IN17747926001399,Out-400405,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,809.340000
2025-05-20,IN17747926001050,Out-400225,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,539.560000
2025-05-13,IN17747926000904,Out-400327,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008098,4046.700000
2025-06-20,IN17747926001821,Out-400281,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-10,IN17747926001535,Out-400210,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,1655.800000
2025-04-08,IN17747926000087,Out-400153,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-06-17,IN17747926001746,Out-400281,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-27,IN17747926002051,Out-400238,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-06-30,IN14077626A00714,Out-210445,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-30,IN14077626005870,Out-212368,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-30,IN14077626005855,Out-4419814,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-28,IN14077626005694,Out-210920,Packaged Foods,Tata Salt,Tata Salt,14000000012097,77460.000000
2025-06-28,IN14077626005705,Out-213215,Packaged Foods,Tata Salt,Tata Salt,14000000012097,129100.000000
2025-06-30,IN14077626005912,Out-210646,Packaged Foods,Tata Salt,Tata Salt,14000000012097,1936.500000
2025-06-30,IN14077626005867,Out-211058,Packaged Foods,Tata Salt,Tata Salt,14000000012097,1291.000000
2025-06-28,IN14077626005798,Out-212857,Packaged Foods,Tata Salt,Tata Salt,14000000012097,290475.000000
2025-06-28,IN14077626005706,Out-210683,Packaged Foods,Tata Salt,Tata Salt,14000000012097,258200.000000
2025-06-30,IN14077626A00708,Out-211383,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-30,IN14077626A00707,Out-211044,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-30,IN14077626A00712,Out-212933,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-30,IN14077626005889,Out-213025,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-06-28,IN14077626005707,Out-211839,Packaged Foods,Tata Salt,Tata Salt,14000000012097,258200.000000
2025-06-30,IN14077626005881,Out-211099,Packaged Foods,Tata Salt,Tata Salt,14000000012097,645.500000
2025-04-10,IN14878726000124,Out-213215,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000008543,369.600000
2025-04-29,IN17248426001096,Out-4478133,Organic India,Organic India,Organic India-Tea,14000000008276,174.050000
2025-04-29,IN17248426001103,Out-673670,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-15,IN17248426000537,Out-550819,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-30,IN17248426001145,Out-615486,Organic India,Organic India,Organic India-Tea,14000000008276,174.050000
2025-04-29,IN17248426001072,Out-550608,Organic India,Organic India,Organic India-Tea,14000000008276,2088.600000
2025-04-30,IN17248426001144,Out-615380,Organic India,Organic India,Organic India-Tea,14000000008276,174.050000
2025-04-15,IN17248426000535,Out-4507213,Organic India,Organic India,Organic India-Tea,14000000008276,174.050000
2025-04-29,IN17248426001108,Out-550749,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-29,IN17248426001099,Out-4291141,Organic India,Organic India,Organic India-Tea,14000000008276,174.050000
2025-04-14,IN17248426000349,Out-4476762,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-15,IN17248426000530,Out-4478769,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-16,IN17248426000629,Out-550620,Organic India,Organic India,Organic India-Tea,14000000008276,1914.550000
2025-04-15,IN17248426000520,Out-673670,Organic India,Organic India,Organic India-Tea,14000000008276,348.100000
2025-04-21,IN15890326000942,Out-379173,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-21,IN15890326000940,Out-379090,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-21,IN15890326000937,Out-378799,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-21,IN15890326000939,Out-379054,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-21,IN15890326000941,Out-379393,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-21,IN15890326000938,Out-379053,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-04-14,IN17248426000339,Out-727643,Captain,Chings Secret,Chings Masala,14000000009855,32.760000
2025-04-23,IN17747926000336,Out-400079,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-24,IN17747926000370,Out-399705,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-04-24,IN17747926000361,Out-400291,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-24,IN17747926000363,Out-400286,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-04-22,IN17747926000310,Out-400087,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-24,IN17747926000360,Out-399790,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-04-24,IN17747926000364,Out-400335,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000333,Out-400307,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,246.400000
2025-04-23,IN17747926000331,Out-400183,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000341,Out-399710,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,492.800000
2025-04-21,IN17747926000287,Out-400068,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000339,Out-399688,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000337,Out-4507341,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-24,IN17747926000371,Out-399927,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000332,Out-4507317,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-22,IN17747926000320,Out-400386,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-21,IN17747926000270,Out-400324,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-24,IN17747926000359,Out-400395,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-23,IN17747926000340,Out-4507585,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-04-22,IN17747926000308,Out-399846,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007246,123.200000
2025-05-27,IN15890326002744,Out-379362,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-04-05,IN15890326000211,Out-379328,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-04-12,IN15890326000520,Out-378943,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-05-26,IN15890326002701,Out-379127,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,196.600000
2025-05-28,IN15890326002772,Out-379118,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-04-17,IN15890326000727,Out-379264,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-04-12,IN15890326000523,Out-379366,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-05-27,IN15890326002750,Out-379265,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-05-06,IN15890326001622,Out-378796,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,983.000000
2025-04-10,IN15890326000385,Out-379306,Captain,Chings Secret,Chings Chinese Sauce,14000000007966,49.150000
2025-05-11,IN17248426001500,Out-4476917,Packaged Foods,Tata Salt,TS Crystal,15000000001334,210.600000
2025-05-11,IN17248426001497,Out-550596,Packaged Foods,Tata Salt,TS Crystal,15000000001334,243.000000
2025-05-12,IN17248426001550,Out-4477303,Packaged Foods,Tata Salt,TS Crystal,15000000001334,356.400000
2025-05-12,IN17248426001547,Out-4290037,Packaged Foods,Tata Salt,TS Crystal,15000000001334,405.000000
2025-05-12,IN17248426001548,Out-4290066,Packaged Foods,Tata Salt,TS Crystal,15000000001334,405.000000
2025-05-12,IN17248426001546,Out-550730,Packaged Foods,Tata Salt,TS Crystal,15000000001334,405.000000
2025-05-12,IN17248426001543,Out-673738,Packaged Foods,Tata Salt,TS Crystal,15000000001334,405.000000
2025-06-04,IN14077626003928,Out-212905,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-05-28,IN14077626003352,Out-212905,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-14,IN14077626004765,Out-211874,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-13,IN14077626A00381,Out-210876,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-06-18,IN14077626A00496,Out-211930,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-05-31,IN14077626003739,Out-211059,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-05-17,IN14077626002662,Out-218402,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-23,IN14077626A00607,Out-210646,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-07,IN14077626004295,Out-212965,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-05-26,IN14077626003107,Out-212716,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-06,IN14077626A00225,Out-213010,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-05-26,IN14077626003069,Out-212559,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-26,IN14077626005555,Out-212589,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-05-24,IN14077626003035,Out-218402,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-23,IN14077626005435,Out-210713,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-05-27,IN14077626003204,Out-212085,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-17,IN14077626004950,Out-211342,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,331.160000
2025-05-28,IN14077626003356,Out-4534230,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-14,IN14077626004770,Out-212090,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-05-29,IN14077626003479,Out-441078,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,1655.800000
2025-06-17,IN14077626005023,Out-211392,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,331.160000
2025-06-07,IN14077626004294,Out-210497,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-05-31,IN14077626003761,Out-441078,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,19455.650000
2025-05-26,IN14077626003110,Out-218415,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-16,IN14077626004886,Out-212505,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-18,IN14077626A00479,Out-211400,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,331.160000
2025-06-17,IN14077626A00463,Out-210594,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-14,IN14077626004761,Out-211092,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-11,IN14077626A00320,Out-210738,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-11,IN14077626A00312,Out-213067,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-16,IN14077626A00419,Out-210483,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,331.160000
2025-06-02,IN14077626003849,Out-212586,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-05-26,IN14077626003115,Out-211899,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-06-12,IN14077626004645,Out-210834,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-05-29,IN14077626003515,Out-211667,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,827.900000
2025-05-23,IN14077626002931,Out-211777,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,993.480000
2025-06-23,IN14077626005433,Out-1086757,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-09,IN14077626A00265,Out-210483,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-07,IN14077626004350,Out-218402,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-24,IN14077626005474,Out-210594,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,331.160000
2025-05-23,IN14077626002971,Out-212539,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-24,IN14077626005483,Out-212168,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-09,IN14077626A00276,Out-210646,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-05-27,IN14077626003187,Out-211387,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-17,IN14077626A00453,Out-213023,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-04,IN14077626A00135,Out-211269,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-27,IN14077626005676,Out-210487,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-06,IN14077626A00220,Out-4537431,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-05-24,IN14077626003028,Out-211092,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,248.370000
2025-06-02,IN14077626003869,Out-210483,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,496.740000
2025-06-27,IN14077626A00691,Out-213043,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,165.580000
2025-06-13,IN14077626004679,Out-210949,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-06-20,IN14077626005223,Out-210949,Packaged Beverages,Tata Tea,Chakra Gold,14000000011959,413.950000
2025-05-09,IN14077626002240,Out-212542,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-06,IN14077626001861,Out-213023,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-13,IN14077626002406,Out-211342,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-08,IN14077626002080,Out-211991,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-26,IN14077626001552,Out-211507,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-16,IN14077626002575,Out-211745,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-06-11,IN14077626A00329,Out-210640,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-28,IN14077626003355,Out-212021,Packaged Beverages,Tetley,Tetley Green,14000000012869,930.300000
2025-05-24,IN14077626002979,Out-4484497,Packaged Beverages,Tetley,Tetley Green,14000000012869,2480.800000
2025-06-03,IN14077626003879,Out-212650,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-21,IN14077626002822,Out-212301,Packaged Beverages,Tetley,Tetley Green,14000000012869,1550.500000
2025-06-07,IN14077626004328,Out-212162,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-04-26,IN14077626001516,Out-211051,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-17,IN14077626002690,Out-210803,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-06-10,IN14077626A00299,Out-212032,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-04-26,IN14077626001483,Out-211874,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-16,IN14077626002631,Out-210669,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-06-23,IN14077626A00619,Out-211597,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-24,IN14077626001416,Out-210881,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-06-21,IN14077626005334,Out-212521,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-08,IN14077626A00044,Out-212819,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-17,IN14077626002648,Out-210432,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-17,IN14077626002646,Out-212135,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-08,IN14077626A00054,Out-210881,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-26,IN14077626001480,Out-211777,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-04-26,IN14077626001513,Out-212927,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-16,IN14077626002636,Out-212753,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-08,IN14077626001994,Out-210738,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-16,IN14077626002638,Out-211188,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-06,IN14077626001857,Out-211392,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-05-16,IN14077626002573,Out-212402,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-06-30,IN14077626005890,Out-4587906,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-16,IN14077626002634,Out-212775,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-08,IN14077626002111,Out-4292758,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-29,IN14077626001646,Out-4494004,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-29,IN14077626001611,Out-212032,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-24,IN14077626001346,Out-4494004,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-13,IN14077626002395,Out-210706,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-24,IN14077626001419,Out-1316106,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-16,IN14077626002577,Out-213043,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-16,IN14077626002635,Out-213063,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-29,IN14077626001647,Out-210705,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-17,IN14077626002642,Out-212504,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-06,IN14077626001859,Out-211392,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-04-26,IN14077626001518,Out-212079,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-17,IN14077626002650,Out-218445,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-28,IN14077626001582,Out-211968,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-06-27,IN14077626005679,Out-211713,Packaged Beverages,Tetley,Tetley Green,14000000012869,1860.600000
2025-05-16,IN14077626002574,Out-210550,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-29,IN14077626001598,Out-211392,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-27,IN14077626003128,Out-211777,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-04-26,IN14077626001512,Out-212090,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-04-28,IN14077626001574,Out-211647,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-30,IN14077626001675,Out-211085,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-06-28,IN14077626005690,Out-211874,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-05-27,IN14077626003189,Out-212880,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-04-26,IN14077626001511,Out-211715,Packaged Beverages,Tetley,Tetley Green,14000000012869,310.100000
2025-05-08,IN14077626002106,Out-218403,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-06-25,IN14077626005543,Out-213034,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-04-26,IN14077626001510,Out-210508,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-13,IN14077626002408,Out-210544,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-23,IN14077626002931,Out-211777,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-05-16,IN14077626002585,Out-212900,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-05-06,IN14077626001899,Out-211342,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-16,IN14077626002576,Out-212571,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-05-12,IN14077626002356,Out-212559,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-26,IN14077626001528,Out-210426,Packaged Beverages,Tetley,Tetley Green,14000000012869,465.150000
2025-06-07,IN14077626004295,Out-212965,Packaged Beverages,Tetley,Tetley Green,14000000012869,620.200000
2025-05-06,IN14077626001862,Out-212002,Packaged Beverages,Tetley,Tetley Green,14000000012869,930.300000
2025-05-16,IN14077626002637,Out-211492,Packaged Beverages,Tetley,Tetley Green,14000000012869,155.050000
2025-04-23,IN15890326001072,Out-378974,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000928,Out-378996,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000869,Out-378842,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000609,Out-379162,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000874,Out-379072,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000950,Out-379261,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000655,Out-379392,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000684,Out-379106,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000695,Out-379286,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000871,Out-378943,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000698,Out-379349,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000716,Out-379148,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000724,Out-378942,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000808,Out-378823,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000804,Out-379415,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000611,Out-379022,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000958,Out-379393,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000969,Out-379011,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000802,Out-379406,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000803,Out-378981,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000897,Out-379100,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-23,IN15890326001070,Out-378792,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000604,Out-379121,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001019,Out-379164,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-15,IN15890326000608,Out-379107,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000809,Out-378983,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000693,Out-378836,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000688,Out-378974,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000859,Out-378833,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000930,Out-379171,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000725,Out-379216,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000960,Out-379124,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000686,Out-379254,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000953,Out-378796,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
